Category ID,Category Name,Tone,Prompt for GPT-2 XL
7,Movies / TV,Casual / Informal,"That director always delivers incredible films, and his latest movie is absolute peak cinema in my opinion."
8,Computing / Software,Casual / Informal,So I was trying to install this software update and it completely broke my local cloud storage sync.
8,Computing / Software,Casual / Informal,Do you know an easy way to securely transfer these massive media files over to an external drive?
8,Computing / Software,Casual / Informal,I'm trying to follow this technology how-to guide to set up a secure backup system for my computer.
8,Computing / Software,Casual / Informal,"Man, this software application keeps crashing every single time I try to import a zipped folder of files."
8,Computing / Software,Casual / Informal,I accidentally deleted some super important configuration files and now my whole operating system is tripping.
8,Computing / Software,Casual / Informal,What's the best cloud service provider if I want to host a bunch of shared documents with my team?
8,Computing / Software,Casual / Informal,I spent all afternoon installing clean software drivers to get my new graphics hardware to work properly.
8,Computing / Software,Casual / Informal,This tech tutorial makes configuring your local network settings look way easier than it actually is.
8,Computing / Software,Casual / Informal,I need to clear out some old system files because my hard drive is completely out of space.
8,Computing / Software,Casual / Informal,"Setting up this open-source software was a huge headache, but the features are totally worth it."
9,Video Games,Casual / Informal,"Bro, this new indie RPG I backed on Kickstarter is finally out and it's actually incredible."
9,Video Games,Casual / Informal,I'm checking out some gaming reviews to see if this open-world title is worth sixty bucks.
9,Video Games,Casual / Informal,"Honestly, the storyline in that retro indie game had me getting super emotional by the end."
9,Video Games,Casual / Informal,I've been sinking way too many hours into this tactical RPG trying to level up my entire party.
9,Video Games,Casual / Informal,Did you see that amazing new Kickstarter project for a tactical deck-building video game?
9,Video Games,Casual / Informal,"The combat system in this fantasy RPG is so deep and satisfying, I can't stop playing it."
9,Video Games,Casual / Informal,I love supporting passionate indie game developers because they always come up with the most unique ideas.
9,Video Games,Casual / Informal,"This gaming review completely trashed the graphics, but the actual gameplay mechanics look insanely fun to me."
9,Video Games,Casual / Informal,We should totally party up tonight and try to clear that high-level dungeon in the new online RPG.
9,Video Games,Casual / Informal,That indie studio just dropped a surprise update that fixes all the annoying bugs from launch day.
10,Crime / Justice,Casual / Informal,Did you see the breaking news about that crazy shooting incident down in the downtown district?
10,Crime / Justice,Casual / Informal,"The police activity around the neighborhood last night was wild, apparently there were multiple squad cars."
10,Crime / Justice,Casual / Informal,"I've been following this high-profile court case on the news, and the legal arguments are intense."
10,Crime / Justice,Casual / Informal,The local crime reporting stream says they finally made an arrest in that high-profile robbery case.
10,Crime / Justice,Casual / Informal,It's crazy how much police presence there was near the shopping mall after that major disturbance occurred.
10,Crime / Justice,Casual / Informal,"The judge is delivering the final verdict in that massive fraud trial tomorrow morning, I'm tuned in."
10,Crime / Justice,Casual / Informal,"According to the news report, the suspect was taken into custody without any further incidents."
10,Crime / Justice,Casual / Informal,This true crime podcast does an amazing job breaking down the evidence presented during the actual trial.
10,Crime / Justice,Casual / Informal,"There's a ton of police activity blocking off the main intersection, you should probably take a different route."
10,Crime / Justice,Casual / Informal,The defense attorney made some really shocking claims during the opening statements of the court case today.
11,Politics / Economics,Casual / Informal,"Man, all this nonstop coverage of the upcoming US elections is getting pretty exhausting to watch."
11,Politics / Economics,Casual / Informal,What do you think about Trump's latest economic policy proposals regarding international trade tariffs?
11,Politics / Economics,Casual / Informal,"The job market is looking pretty weird right now, everyone is talking about inflation and interest rates."
11,Politics / Economics,Casual / Informal,"Honestly, reading through political commentary on social media just puts me in a terrible mood."
11,Politics / Economics,Casual / Informal,It feels like the current economic issues are making it harder and harder for young people to find good jobs.
11,Politics / Economics,Casual / Informal,I'm trying to understand how these new tax regulations will actually affect small business owners long-term.
11,Politics / Economics,Casual / Informal,"Everyone is debating the election polls, but honestly, those numbers change completely every single week."
11,Politics / Economics,Casual / Informal,This economic analyst gave a really interesting breakdown on how global supply chains impact local inflation.
11,Politics / Economics,Casual / Informal,Political debates nowadays just feel like a giant shouting match instead of actual discussions about real policies.
11,Politics / Economics,Casual / Informal,"The latest jobs report came out today, and it looks like the employment numbers are finally stabilizing a bit."
